Plane	Strip	MeanFit	Mean
4	2	-6.70312	-6.70312
4	3	-6.79687	-6.79688
4	4	-6.70313	-6.70312
4	5	-6.75	-6.75
4	6	-6.60937	-6.60938
4	7	-6.75	-6.75
4	8	-6.63281	-6.63281
4	9	-6.65625	-6.65625
4	10	-6.60938	-6.60938
4	11	-6.75	-6.75
4	12	-6.67969	-6.67969
4	13	-6.79688	-6.79688
4	14	-6.79687	-6.79688
4	15	-6.79688	-6.79688
4	16	-6.79688	-6.79688
4	17	-6.84375	-6.84375
4	18	-6.70313	-6.70312
4	19	-6.77344	-6.77344
4	20	-6.70313	-6.70312
4	21	-6.75	-6.75
4	22	-6.75	-6.75
4	23	-6.75	-6.75
4	24	-6.46875	-6.46875
4	25	-6.51563	-6.51562
4	26	-6.60937	-6.60938
4	27	-6.5625	-6.5625
4	28	-6.5625	-6.5625
4	29	-6.70313	-6.70312
4	30	-6.46875	-6.46875
4	31	-6.53906	-6.53906
4	32	-6.60937	-6.60938
4	33	-6.5625	-6.5625
4	34	-6.46875	-6.46875
4	35	-6.75	-6.75
4	36	-6.60938	-6.60938
4	37	-6.72656	-6.72656
4	38	-6.60938	-6.60938
4	39	-6.75	-6.75
4	40	-6.58594	-6.58594
4	41	-6.65625	-6.65625
4	42	-6.5625	-6.5625
4	43	-6.60937	-6.60938
4	44	-6.49219	-6.49219
4	45	-6.67969	-6.67969
4	46	-6.60937	-6.60938
4	47	-6.5625	-6.5625
5	0	-0.1875	-0.1875
5	1	-0.210938	-0.210938
5	2	-0.140625	-0.140625
5	3	-0.117187	-0.117188
5	4	-0.1875	-0.1875
5	5	-0.117188	-0.117188
5	6	-0.304687	-0.304688
5	7	0	0
5	8	-0.257812	-0.257812
5	9	-0.164063	-0.164062
5	10	-0.210938	-0.210938
5	11	-0.117188	-0.117188
5	12	-0.09375	-0.09375
5	13	3.93126e-13	3.93126e-13
5	14	-0.140625	-0.140625
5	15	-0.046875	-0.046875
5	16	-0.117188	-0.117188
5	17	-0.0234375	-0.0234375
5	18	-0.210938	-0.210938
5	19	-0.0703125	-0.0703125
5	20	-0.1875	-0.1875
5	21	-0.09375	-0.09375
5	22	-0.09375	-0.09375
5	23	-0.0703125	-0.0703125
5	24	0.257812	0.257812
5	25	0.164062	0.164062
5	26	0.1875	0.1875
5	27	0.257813	0.257812
5	28	0.09375	0.09375
5	29	0.1875	0.1875
5	30	0.046875	0.046875
5	31	0.140625	0.140625
5	32	0.046875	0.046875
5	33	0.210937	0.210938
